	shaking_mean	t00_mean	theta	prob	log2FC	length
HVO_RS08815	846.068970285595	339.205460841838	0.335507253233488	0.456851642156731	1.31861587857437	905
HVO_RS08670	1984.95857278608	5338.13861916694	-0.563837650828021	0.876027979157711	-1.42722787161747	257
HVO_RS08570	571.438497727152	2420.5099209881	-0.54757292970068	0.864615921418962	-2.08264086859856	287
HVO_RS08515	741.930391159858	636.720465589987	0.0554567489382609	0.219060928448159	0.220623701391837	1007
HVO_RS08450	849.370858517466	701.463479707715	0.0724750674579528	0.246537621777253	0.276026616630489	545
HVO_RS08200	1190.20545535876	888.213230334836	0.14180293573353	0.338211077180671	0.422232669417576	533
HVO_RS08070	8378.57923061006	7117.15870469136	0.110225656275528	0.301052760560715	0.235404217690787	281
HVO_RS08065	3355.9720722445	2882.56393979021	0.0839132856896492	0.264072517906634	0.219378100525237	194
HVO_RS08060	935.142859845583	783.706408295953	0.0665255562874396	0.23710773851548	0.254873485530245	800
HVO_RS08055	2068.981810438	2553.30012141372	-0.0895563208234442	0.00617978513116479	-0.303442164045174	191
HVO_RS08030	508.429823131618	460.089205961466	0.027111087831712	0.170520063886313	0.144135047323475	860
HVO_RS07955	92.609851009853	110.402168421873	-0.0627277863141106	0.0274242760508007	-0.253530940746041	1304
HVO_RS07845	10609.6114008258	10022.395995354	0.036732074128361	0.18729359273226	0.0821443691045609	269
HVO_RS07395	NA	NA	NA	NA	NA	590
HVO_RS07045	1952.02020356479	1514.28463950856	0.185404787443881	0.375797298573847	0.366331571334	530
HVO_RS07000	32.9374646365009	813.024934585996	-0.748949343425534	0.925847361299351	-4.62549818595318	656
HVO_RS06950	279.327388595915	194.235150035372	0.125695140994448	0.320317484522222	0.524152735911995	1139
HVO_RS06875	104.307236858888	85.373314012184	0.0429490016778577	0.197988435022173	0.288982167974094	2876
HVO_RS06735	279.236665932231	283.874126048886	-0.00400835795842759	0.115572252024754	-0.0237629683813489	1814
HVO_RS06705	41.5341127617662	189.154890189993	-0.341798196698408	0.55417134400646	-2.18719943314028	1496
HVO_RS06440	2605.86850669665	2264.75699026902	0.0917662583918478	0.275623750529124	0.202408030132199	308
HVO_RS06435	1161.71193965093	952.855772799062	0.101818109402009	0.289782762522139	0.285922614639468	1265
HVO_RS06420	153.37102726516	284.675164081098	-0.189653886932583	0.0590683513805494	-0.892290658938164	2183
HVO_RS06410	1378.82393644515	1228.31914642877	0.0632389924875419	0.231815251392114	0.166752793504633	614
HVO_RS06405	3017.24876743381	2690.81656361188	0.0839608674388334	0.264143705906291	0.16518960535997	428
HVO_RS06325	3151.5723541327	4701.92741304154	-0.224702101047189	0.141355191019762	-0.577180482607189	254
HVO_RS06245	1081.61197080282	688.913620601229	0.178197975010445	0.370518119894721	0.650788016793017	707
HVO_RS06235	292.461429162398	71.6224056087426	0.365799063796007	0.47101313643527	2.02976348863944	1406
HVO_RS06230	256.593765508567	76.4195789686203	0.345327980258489	0.461638373230377	1.74747190316323	1760
HVO_RS06225	1689.13662706677	767.377707792857	0.350639478185836	0.464169628129509	1.13827726572773	320
HVO_RS06220	382.240308173768	90.3335475519844	0.372462951728033	0.473806759911222	2.08114614995616	1046
HVO_RS06215	739.44553311523	203.158850730567	0.404524732798696	0.485952353842362	1.86383566586877	584
HVO_RS06210	7733.4323672292	6697.74119311293	0.0705424415203683	0.243496281835183	0.207434244651315	257
HVO_RS06200	2516.8599968203	1932.92761424875	0.136163521840734	0.332205726825426	0.380837355776172	332
HVO_RS18570	1592.36842997976	3525.29669158885	-0.412336752904778	0.722358873797206	-1.14657050670377	287
HVO_RS18660	1531.17148450966	135.913429672285	0.700311285477271	0.459262743329463	3.49387594575915	443
HVO_RS18685	1037.55048150564	825.401678588114	0.0717955140191366	0.245470102977393	0.330013254366286	587
HVO_RS18880	150.124933943678	1469.71978364049	-0.626114796989133	0.905165721151177	-3.29130560120554	392
HVO_RS18885	203.815876312861	368.444610058145	-0.143557103724541	0.00773929037426435	-0.854181313618655	1190
HVO_RS18960	285.140178428249	220.777296108392	0.0619885811012039	0.2297860671978	0.369079521834919	1499
HVO_RS19080	528.24823039897	1197.39046392782	-0.285251941104477	0.347838807479434	-1.18060575137413	692
HVO_RS19125	1000.57456114433	847.916442767718	0.0535169467663006	0.215837201843269	0.238834670770274	680
HVO_RS19255	951.936866827153	736.971553921784	0.113855206272807	0.30574768618871	0.369256961709267	914
HVO_RS04975	55.8139806888452	1199.93777375493	-0.755863492109585	0.926182015356774	-4.42618923843094	446
HVO_RS04980	34.3319980005522	33.6699440541714	0.00548385889555401	0.132293269968104	0.0280924954824219	1334
HVO_RS04985	145.2418572684	34.6615167452836	0.353645466934783	0.465575643693849	2.06705059216365	1079
HVO_RS04990	106.917153468074	24.5902046569508	0.347816728206208	0.462831404101048	2.12033768608412	1439
HVO_RS04995	165.344458872573	54.3123727058333	0.310283487793419	0.444566702091042	1.60612190209692	1049
HVO_RS05250	27104.2235603884	23218.0576729209	0.0984305001575697	0.285092118751082	0.223270392107318	152
HVO_RS05255	4792.60874136414	4451.22696669084	0.0606192075806111	0.22755526386514	0.106608100892697	278
HVO_RS05260	952.62626072709	771.07428156358	0.0659531173969301	0.236190249960374	0.305040470446657	665
HVO_RS05375	687.936069713755	566.38467510226	0.0578528000248906	0.223019723128324	0.280492270324691	986
HVO_RS05455	63.9794441065746	1247.07989830016	-0.748457970503443	0.925820006191496	-4.28480163146371	449
HVO_RS05560	263.399676276211	255.973361644789	0.00888994778506017	0.138323339293021	0.041259891261926	743
HVO_RS05595	1280.35573360071	1171.19790586566	0.0341743896359967	0.182858034998388	0.128559824660305	176
HVO_RS05655	22826.2333118134	20867.8932474426	0.0509174492508385	0.211490170926475	0.129407853593823	167
HVO_RS05875	939.243655650219	964.77291358953	-0.00943566422324134	0.10611738693999	-0.0386899376635102	458
HVO_RS09050	963.318729587758	2342.63942073765	-0.386234366567027	0.675534751371263	-1.28204979038058	359
HVO_RS05545	6732.51374978669	10355.3124490771	-0.254226750071726	0.235708129002238	-0.621153908153585	203
HVO_RS11375	1808.89821874982	697.588012726894	0.37861984818218	0.476272839790479	1.37466407980872	320
HVO_RS15735	122.249239038781	126.474296925408	-0.0100606762322508	0.10503619196616	-0.049018734276047	1022
HVO_RS12020	25.5107983453768	444.237980734368	-0.630500197275838	0.906481841439965	-4.12215279029644	1169
HVO_RS18675	6.1177845305362	34.6596815049146	-0.384196360980414	0.67119340776665	-2.50217719640504	2189
HVO_RS15640	20.3046608135856	70.0037212725599	-0.269316963242478	0.28920865965294	-1.78562068773082	4193
HVO_RS06205	187.659659358515	46.7998725714448	0.345384544791327	0.461665525767029	2.00354204491643	2201
HVO_RS17035	1833.81457063436	1427.17299284065	0.104402224164026	0.293303625879448	0.361687545939421	344
HVO_RS12050	13.5418971274258	55.2243444492839	-0.355308066396918	0.596861185071362	-2.02787452309905	3164
HVO_RS13495	1592.09127474608	1475.52111020148	0.0328717852195777	0.180592753187111	0.109698486619907	581
HVO_RS16995	798.623298315749	660.877369005346	0.061086809729147	0.228317863645823	0.273132567315467	707
HVO_RS13270	20.8257989360806	431.413406984804	-0.656590688024812	0.913123233746561	-4.372627264068	1169
HVO_RS15720	589.588428235038	501.236221752184	0.0481111242143615	0.206764082199678	0.234217534604343	1244
HVO_RS16220	304.286940495115	3115.55844831674	-0.742305752374672	0.925434574438729	-3.3559864601717	188
HVO_RS15560	140.323918695415	1794.7036202164	-0.701866875830653	0.92116097577293	-3.67691276773635	314
HVO_RS18335	38.6287966914061	444.750963684351	-0.543761977462201	0.86173945911023	-3.52524908889477	1169
HVO_RS12405	579.740649495682	42.7790726789436	0.658701801500043	0.46781750636442	3.76043053147607	1046
HVO_RS06850	459.889993551647	110.133912253529	0.401607219405095	0.484877032624134	2.06203003779338	1046
HVO_RS15590	117.024542993779	472.021576121303	-0.356711929282472	0.601029156821519	-2.01204167570685	1481
HVO_RS14660	515.438930623918	552.375365336036	-0.0193243197288157	0.0892409683505033	-0.0998474734380903	2483
HVO_RS15535	79.8003780030069	810.606307209217	-0.571179023633942	0.880674939846676	-3.34453391541066	710
HVO_RS10205	1299.95628258823	1043.9572717231	0.113886834644377	0.305788058337579	0.316400441522358	662
HVO_RS15305	363.97136152014	310.211861844659	0.0556212661182316	0.219333605650156	0.230571085803357	1175
HVO_RS14655	NA	NA	NA	NA	NA	1529
HVO_RS15685	NA	NA	NA	NA	NA	272
HVO_RS16920	271.031073528756	1909.10584378558	-0.589595249237244	0.890832340267994	-2.81636692002511	302
HVO_RS15695	NA	NA	NA	NA	NA	290
HVO_RS20090	NA	NA	NA	NA	NA	194
HVO_RS20170	784.9393030006	448.672383888585	0.187670352991972	0.377400993550057	0.806918711223361	509
