	t00_mean	t04_mean	theta	prob	log2FC	length
HVO_RS08200	385.833436246105	352.457989076593	0.0472605865452316	0.0798064386046211	0.130526865481079	533
HVO_RS08070	3671.70684748046	13435.546580144	-1.62590898272841	0.999575893390136	-1.87153223141648	281
HVO_RS08065	968.609535487008	1062.09553423617	-0.0829014676125777	0.0617597173183486	-0.132926429941027	194
HVO_RS08060	255.765136091935	360.204756894002	-0.201218996973413	0.336917271599012	-0.493997613032239	800
HVO_RS08055	740.562873631229	362.939172226544	0.364822477054742	0.839282358061967	1.02889444911919	191
HVO_RS08030	122.259646280039	47.8838891158754	0.300283530790525	0.732710746722468	1.35233606080129	860
HVO_RS07955	44.8179783050129	73.0470753219242	-0.214627316997662	0.37533979231588	-0.704748939420789	1304
HVO_RS07845	5349.43896567484	21299.5407094467	-1.82121772691882	0.994069609775513	-1.99336282266904	269
HVO_RS07395	NA	NA	NA	NA	NA	590
HVO_RS07045	633.247900401799	1319.68040305416	-0.552795840090946	0.901581822292188	-1.05934628990107	530
HVO_RS07000	217.75702377343	78.5423540865093	0.352064053165524	0.81997443735928	1.47117650934226	656
HVO_RS06950	83.1719654233486	54.1466286190615	0.171915990989125	0.446246111735519	0.61922581172357	1139
HVO_RS06875	23.5070043696584	3.57963705143018	0.584822348261559	0.94596241626616	2.71520547845485	2876
HVO_RS06735	76.3765378855981	18.4314034063539	0.441200459207658	0.9102313663862	2.05096359969236	1814
HVO_RS06705	60.14892889731	25.7901630074081	0.369557955877865	0.845960046968651	1.22171815507469	1496
HVO_RS06440	877.775892154982	584.471825827691	0.30309760192713	0.737468040341159	0.586719165526395	308
HVO_RS06435	429.532385446715	209.889573682079	0.332701746678852	0.788028448682126	1.03313640815341	1265
HVO_RS06420	92.5423499549185	83.6979340805622	0.0486338438976889	0.0829512397526037	0.144921721028867	2183
HVO_RS06410	489.883281331302	1933.16718322678	-1.19365081048016	0.95987293477544	-1.98045644792007	614
HVO_RS06405	1250.86886552815	5925.63341593625	-1.79309253280304	0.992756214692857	-2.24403882509055	428
HVO_RS06325	2507.75893817951	6464.11783409147	-0.848736805323623	0.966864756182197	-1.36605482341263	254
HVO_RS06245	371.67605683281	1149.67725858742	-0.609026173704196	0.922704071185427	-1.62911126093368	707
HVO_RS06235	26.5583686012192	16.4922710529138	0.230505101620645	0.604035156148292	0.687376451654026	1406
HVO_RS06230	32.5054702853749	29.3024930465535	0.0395636305764298	0.0629267860035531	0.149659113155321	1760
HVO_RS06225	379.541172175533	770.912624963889	-0.366434655289139	0.742067407266989	-1.02231095875151	320
HVO_RS06220	32.1089253176525	29.5268723515675	0.0476086032099084	0.0806013743419068	0.120945832635394	1046
HVO_RS06215	81.2388457489295	114.751613016788	-0.157248597613354	0.21235530736014	-0.49827278624789	584
HVO_RS06210	3825.35174330363	10859.0875853781	-0.914838278331434	0.970504042807173	-1.50523857280912	257
HVO_RS06200	1062.48181709165	4387.7940259871	-1.23725414692824	0.965734658198096	-2.04605765189211	332
HVO_RS18570	1501.83567085019	3354.29647356883	-0.864898064925697	0.968594444403735	-1.15928324545323	287
HVO_RS18660	47.158859126965	81.557186280055	-0.245639756950971	0.462889910086265	-0.790283186406442	443
HVO_RS18685	216.070345008394	17.5383920952525	0.776990680185419	0.975945671235902	3.62291268640441	587
HVO_RS18880	415.916898403601	118.182813060228	0.522589028183655	0.933142734970922	1.81527505748317	392
HVO_RS18885	97.0334985217127	8.65129089068337	0.716963558618035	0.977281370048758	3.48749556593567	1190
HVO_RS18960	61.355827093305	17.169840159962	0.417472780803179	0.896133802066873	1.83732375735866	1499
HVO_RS19080	448.71726551294	815.756922942152	-0.427069338864511	0.799402409696331	-0.862332629475199	692
HVO_RS19125	231.233194678009	37.9208733543634	0.614213955634085	0.951385709707259	2.6082844223793	680
HVO_RS19255	344.772921973759	380.23017026132	-0.0468892563009301	0.0161695528878177	-0.141226539130358	914
HVO_RS04975	319.56577392034	17.3667687455761	0.920502212159857	0.974525423945831	4.20171164442264	446
HVO_RS04980	11.9949847250119	5.76984661120155	0.302972979819715	0.73725708095818	1.05582644934649	1334
HVO_RS04985	12.8689085182235	4.77063770153531	0.497430616338885	0.927356117676003	1.43163566355024	1079
HVO_RS04990	8.74389560791751	8.9597615986682	-0.0111496425353909	0	-0.0351841685757834	1439
HVO_RS04995	24.0161840401779	31.8264654889817	-0.101323708526232	0.0908118771961555	-0.406220008598726	1049
HVO_RS05250	12667.1086365785	53941.472456298	-1.93785911183531	0.999959083458294	-2.09030764778976	152
HVO_RS05255	2112.38530820444	8673.64827897179	-1.69097622794447	0.99942976147091	-2.03776592983317	278
HVO_RS05260	206.613657708519	96.6482267333555	0.265458491908918	0.673305212051031	1.09612045556187	665
HVO_RS05375	160.778579498624	85.9674808672816	0.233044824335683	0.60964773455041	0.90321227303852	986
HVO_RS05455	342.052429210349	154.715350420539	0.314240823286337	0.756432214368894	1.14460113186488	449
HVO_RS05560	87.1060824446134	104.116529802021	-0.0869642788513737	0.0678419468977426	-0.257353764731295	743
HVO_RS05595	473.769326976562	935.083909744654	-0.474836021056178	0.839892805303782	-0.980911033154274	176
HVO_RS05655	11781.8074346286	18478.6518770731	-0.395184604699039	0.772614825821959	-0.649298629302706	167
HVO_RS05875	458.989283621982	1500.63994781518	-0.659761661611764	0.935603898580792	-1.70904549372821	458
HVO_RS09050	894.638565306806	1334.83347144235	-0.358707126842525	0.731693784902283	-0.577282912949736	359
HVO_RS05545	5211.03092999482	10962.333998513	-0.807667995826081	0.96276993830593	-1.07291427325203	203
HVO_RS11375	253.873691938467	208.814150240837	0.1143954122902	0.263266496116785	0.281891422079136	320
HVO_RS15735	43.0906277698387	45.4255084950857	-0.0240670683889006	0.000736318451244222	-0.0761285475008349	1022
HVO_RS12020	120.48328008648	48.312137242062	0.296792507316142	0.726823844715112	1.31837537065332	1169
HVO_RS18675	11.0096084378455	8.24148698969399	0.118740593109115	0.276781500894563	0.41778659199779	2189
HVO_RS15640	23.2313358132141	12.2764561887827	0.301915952494262	0.735468926510804	0.920177950252828	4193
HVO_RS06205	17.2328735592899	24.5454966374159	-0.181760859930212	0.280774434688398	-0.510295068393681	2201
HVO_RS17035	432.528033833803	165.166025593776	0.437484464630391	0.908409390412198	1.38887668544182	344
HVO_RS12050	16.4030096118269	6.50760819210696	0.336024714249828	0.793657230793493	1.33376124628944	3164
HVO_RS13495	765.987611243926	1902.0488744127	-0.608889521647563	0.922671552375342	-1.31216135376587	581
HVO_RS16995	194.08204080348	29.1231574537856	0.736785724590661	0.978326521609869	2.73642794360393	707
HVO_RS13270	112.992005921504	26.4201099056797	0.44134583058918	0.910300007594775	2.09651233371599	1169
HVO_RS15720	145.703039538849	78.5024381636843	0.239388239571608	0.623224222876718	0.892221606374479	1244
HVO_RS16220	897.043063050424	150.463019676432	0.837112828258457	0.973049924278822	2.57576829464146	188
HVO_RS15560	495.806664315835	90.0861391693289	0.670804798783174	0.967228237628838	2.46040061101012	314
HVO_RS18335	120.782931053079	44.2414013733844	0.308721139342608	0.747013425744756	1.44894759890716	1169
HVO_RS12405	15.4449701589158	9.84229078385584	0.243215333043988	0.631121416022953	0.650071037886304	1046
HVO_RS06850	53.9435969217849	103.344053230486	-0.227157321564958	0.410868495512392	-0.937931745753183	1046
HVO_RS15590	158.574800854041	19.1327827011164	1.05282923937069	0.990787524622633	3.05104490853966	1481
HVO_RS14660	320.982002841363	192.720405763684	0.183308682175809	0.48075841437284	0.735983072844558	2483
HVO_RS15535	229.139622808813	116.000407435642	0.268138125182867	0.67804800195745	0.982097078316121	710
HVO_RS10205	399.649766978624	1539.00264649839	-1.14118347889438	0.968977935485724	-1.9451875593897	662
HVO_RS15305	154.21187111471	372.332283672449	-0.368424072505613	0.744560928784124	-1.27167688570325	1175
HVO_RS14655	NA	NA	NA	NA	NA	1529
HVO_RS15685	NA	NA	NA	NA	NA	272
HVO_RS16920	551.975105249389	179.211407487816	0.514831828639732	0.93133104157127	1.62294072781855	302
HVO_RS15695	NA	NA	NA	NA	NA	290
HVO_RS20090	NA	NA	NA	NA	NA	194
HVO_RS20170	158.312421347217	282.782106707365	-0.340875759886616	0.703103631905011	-0.836916380028375	509
HVO_RS20345	NA	NA	NA	NA	NA	365
HVO_RS20355	NA	NA	NA	NA	NA	255
