	t02_mean	t04_mean	theta	prob	log2FC	length	P	locus_tag
HVO_RS04545	376.989147888893	64.5751141675854	0.56300933599574	0.948385401567474	2.54547280016799	611	0.0516145984325264	HVO_RS04545
HVO_RS04675	964.431267214777	1404.64951624538	-0.28960940832637	0.624596571964647	-0.542459869081206	368	0.375403428035353	HVO_RS04675
HVO_RS02480	358.046559658315	102.359708113052	0.43023229200679	0.911972657729924	1.80649926633056	611	0.0880273422700765	HVO_RS02480
HVO_RS02940	521.590392468085	416.141784256679	0.113079849500954	0.241766175465051	0.325842141029137	527	0.758233824534949	HVO_RS02940
HVO_RS03305	378.803734064487	25.1209619661049	0.789016481415036	0.980883164894729	3.91448693622393	581	0.0191168351052714	HVO_RS03305
HVO_RS02130	244.550395929505	15.4101998126916	0.758658389584109	0.979485766554191	3.98817432696629	821	0.0205142334458087	HVO_RS02130
HVO_RS19745	371.199612268044	98.2190755234686	0.498677391903922	0.935725082504516	1.91812005501987	626	0.064274917495484	HVO_RS19745
HVO_RS02045	1007.80456420161	534.896731241965	0.41208670918944	0.899923833175009	0.913883602689831	302	0.100076166824991	HVO_RS02045
HVO_RS02040	1037.95732071516	541.611212696664	0.454981953069668	0.923655925759295	0.938417611704674	425	0.0763440742407054	HVO_RS02040
HVO_RS01970	1701.11026127536	635.675703361174	0.668051291472297	0.96737052537566	1.42011380327932	167	0.0326294746243403	HVO_RS01970
HVO_RS01960	810.830010046425	478.631701567779	0.311954081921156	0.774452733705444	0.760483530991377	395	0.225547266294556	HVO_RS01960
