	X00_mean	p0_mean	theta	prob	log2FC	length	P	ncbi_id
lcl|NC_013967.1_cds_WP_004044226.1_1751	1.13657962140863	0.768299225056325	0.285940821857741	0.833712082092356	0.564958549970613	1514	0.166287917907644	lcl|NC_013967.1_cds_WP_004044226.1_1751
lcl|NC_013967.1_cds_WP_004042084.1_3170	25.7911887511424	34.9863591910565	-0.190492666505587	0.691032022878147	-0.439914269801966	215	0.308967977121853	lcl|NC_013967.1_cds_WP_004042084.1_3170
lcl|NC_013967.1_cds_2102	3.1333057137971	6.08212342633923	-0.317512026056367	0.871955343907548	-0.956889554681939	952	0.128044656092452	lcl|NC_013967.1_cds_2102
lcl|NC_013967.1_cds_WP_004044227.1_1750	2.97842843447389	4.88937233937032	-0.24653196159791	0.805118735513359	-0.715097980294221	719	0.194881264486641	lcl|NC_013967.1_cds_WP_004044227.1_1750
lcl|NC_013967.1_cds_WP_004044229.1_1748	83.4934900482358	23.233696261998	0.959523324807517	0.979319541720774	1.84544502407223	425	0.020680458279226	lcl|NC_013967.1_cds_WP_004044229.1_1748
lcl|NC_013967.1_cds_WP_004043704.1_2255	44.8564596110276	62.658622644661	-0.300419428480096	0.8595406443608	-0.482197299661234	974	0.1404593556392	lcl|NC_013967.1_cds_WP_004043704.1_2255
lcl|NC_013967.1_cds_WP_004044230.1_1747	9.2118926488901	9.90787253777232	-0.0451327804145208	0.0867772263845662	-0.105077710071518	467	0.913222773615434	lcl|NC_013967.1_cds_WP_004044230.1_1747
lcl|NC_013967.1_cds_WP_004044648.1_3788	12.7193877728475	11.6456521788272	0.0589618457924711	0.127297123376008	0.127237795005028	950	0.872702876623992	lcl|NC_013967.1_cds_WP_004044648.1_3788
lcl|NC_013966.1_cds_WP_013035066.1_901	28.0401795792802	31.0365128540315	-0.0774552765691044	0.229949943660618	-0.146470881926405	1166	0.770050056339382	lcl|NC_013966.1_cds_WP_013035066.1_901
lcl|NC_013967.1_cds_WP_004044234.1_1743	2699.20046424037	3036.93548297877	-0.630073322310458	0.947795838785902	-0.170084133174769	281	0.0522041612140977	lcl|NC_013967.1_cds_WP_004044234.1_1743
lcl|NC_013967.1_cds_WP_004044235.1_1742	365.758059353239	239.436444195911	0.577395380541476	0.936606873405018	0.611246894959177	194	0.0633931265949815	lcl|NC_013967.1_cds_WP_004044235.1_1742
lcl|NC_013967.1_cds_WP_004044238.1_1739	19.0204636132871	15.8733863533484	0.129970151145776	0.445802697681827	0.260942472760653	767	0.554197302318173	lcl|NC_013967.1_cds_WP_004044238.1_1739
lcl|NC_013967.1_cds_WP_004044416.1_1565	7.73276057896408	17.7935492488794	-0.538572859966963	0.932487833833644	-1.20229886096734	722	0.0675121661663559	lcl|NC_013967.1_cds_WP_004044416.1_1565
lcl|NC_013964.1_cds_277	10.2846377305969	25.1069111780357	-0.355494131518627	0.89349527269514	-1.28759357262687	209	0.10650472730486	lcl|NC_013964.1_cds_277
lcl|NC_013967.1_cds_WP_004044239.1_1738	4.78526570303857	3.88166304805988	0.157157221840688	0.54971502037546	0.301924144136819	899	0.45028497962454	lcl|NC_013967.1_cds_WP_004044239.1_1738
lcl|NC_013967.1_cds_WP_004041737.1_2841	1.90141607382616	1.55401508721301	0.0811272055295813	0.218907052027477	0.291073751312012	905	0.781092947972523	lcl|NC_013967.1_cds_WP_004041737.1_2841
lcl|NC_013967.1_cds_WP_004044485.1_1500	14551.4428269507	13649.1647057018	0.158570013317192	0.554493876460928	0.0923495439693801	146	0.445506123539072	lcl|NC_013967.1_cds_WP_004044485.1_1500
lcl|NC_013967.1_cds_WP_013035605.1_2188	3.26158046360374	5.481644800826	-0.292544799097829	0.853389703562761	-0.749037627126504	1061	0.146610296437239	lcl|NC_013967.1_cds_WP_013035605.1_2188
lcl|NC_013967.1_cds_WP_004044241.1_1737	106.244509980749	117.752469816762	-0.123332699282623	0.43528278781451	-0.148369026016416	713	0.56471721218549	lcl|NC_013967.1_cds_WP_004044241.1_1737
lcl|NC_013967.1_cds_WP_004044111.1_1860	29.7381417265225	42.9018811927928	-0.321656044472624	0.874790492290034	-0.528726410199921	623	0.125209507709966	lcl|NC_013967.1_cds_WP_004044111.1_1860
lcl|NC_013967.1_cds_WP_004044591.1_1400	13.5107167215553	13.7829888606537	-0.00993909845693302	0.000682764922144807	-0.0287845631109731	542	0.999317235077855	lcl|NC_013967.1_cds_WP_004044591.1_1400
lcl|NC_013967.1_cds_WP_004044244.1_1734	19.8829800577094	43.8781580202355	-0.668175799919535	0.948811159068422	-1.14196895951021	476	0.0511888409315785	lcl|NC_013967.1_cds_WP_004044244.1_1734
lcl|NC_013967.1_cds_WP_004044250.1_1728	1.44920732011356	0.581602513367638	0.4743307701583	0.910001576774457	1.31715858921982	884	0.0899984232255425	lcl|NC_013967.1_cds_WP_004044250.1_1728
lcl|NC_013967.1_cds_WP_004044253.1_1725	1.19780118796641	0.696958507535143	0.26136391865962	0.804277984160715	0.781243793378591	2522	0.195722015839285	lcl|NC_013967.1_cds_WP_004044253.1_1725
lcl|NC_013967.1_cds_WP_013035233.1_1724	9.00755977081238	14.0058116016226	-0.245671432891517	0.80391671647926	-0.636817361407133	1004	0.19608328352074	lcl|NC_013967.1_cds_WP_013035233.1_1724
lcl|NC_013967.1_cds_WP_004044850.1_3925	7.23225476968718	5.26482054609949	0.13219058829898	0.455079488106382	0.458061143130992	653	0.544920511893618	lcl|NC_013967.1_cds_WP_004044850.1_3925
lcl|NC_013967.1_cds_WP_004044255.1_1723	26.243172843764	13.6763447525611	0.518648971367891	0.921326476312199	0.940259459038304	722	0.0786735236878009	lcl|NC_013967.1_cds_WP_004044255.1_1723
lcl|NC_013967.1_cds_1721	14.5213632642419	10.9067796219518	0.140085574789222	0.487092092788491	0.412951710964636	474	0.512907907211509	lcl|NC_013967.1_cds_1721
lcl|NC_013967.1_cds_WP_004043866.1_2096	118.402140343468	87.365963696378	0.391600248479607	0.893645438419721	0.438551915978869	566	0.106354561580279	lcl|NC_013967.1_cds_WP_004043866.1_2096
lcl|NC_013964.1_cds_WP_004041154.1_460	1.29382071188923	2.00758005175274	-0.165469199121416	0.617190741514476	-0.633819802827831	665	0.382809258485524	lcl|NC_013964.1_cds_WP_004041154.1_460
lcl|NC_013967.1_cds_WP_004044260.1_1718	5.64668497760805	13.9330211711301	-0.539272945605331	0.932616757728927	-1.30303206680845	833	0.0673832422710731	lcl|NC_013967.1_cds_WP_004044260.1_1718
lcl|NC_013967.1_cds_WP_004043675.1_2281	27.524253216297	27.6698979511469	-0.00373879300409295	0.000526092625102725	-0.00761390183401204	653	0.999473907374897	lcl|NC_013967.1_cds_WP_004043675.1_2281
lcl|NC_013967.1_cds_WP_004044733.1_3869	2.11751945616593	7.64789500023087	-0.646417979780333	0.948136730260675	-1.85268749098033	605	0.0518632697393246	lcl|NC_013967.1_cds_WP_004044733.1_3869
lcl|NC_013967.1_cds_WP_004043907.1_2062	19.8989360409863	15.9448706447806	0.124532608553223	0.422317868073722	0.319598901064884	368	0.577682131926278	lcl|NC_013967.1_cds_WP_004043907.1_2062
lcl|NC_013967.1_cds_WP_004044261.1_1717	3.43241000029123	3.84985472199132	-0.0709599582911296	0.201343537760108	-0.165582112737607	752	0.798656462239892	lcl|NC_013967.1_cds_WP_004044261.1_1717
lcl|NC_013967.1_cds_1716	35.4912927231932	38.0132361678195	-0.057713407791826	0.141692360467701	-0.0990367272847819	459	0.858307639532299	lcl|NC_013967.1_cds_1716
lcl|NC_013967.1_cds_WP_013035446.1_2367	591.161000497535	623.066315353947	-0.194496202043375	0.701281559024611	-0.0758346264858875	221	0.298718440975389	lcl|NC_013967.1_cds_WP_013035446.1_2367
lcl|NC_013967.1_cds_WP_004044268.1_1711	5.39461225075783	10.645132599706	-0.273041563360893	0.836131297335837	-0.980602748870267	1049	0.163868702664163	lcl|NC_013967.1_cds_WP_004044268.1_1711
lcl|NC_013967.1_cds_WP_004044269.1_1710	4.87351267656359	8.56998522561209	-0.282579690945638	0.844997824754476	-0.814330720170395	1487	0.155002175245524	lcl|NC_013967.1_cds_WP_004044269.1_1710
lcl|NC_013967.1_cds_WP_004044270.1_1709	1.38797320799609	0.913384263731601	0.188353789954785	0.644087166774199	0.603685880359298	923	0.355912833225801	lcl|NC_013967.1_cds_WP_004044270.1_1709
lcl|NC_013967.1_cds_WP_004044271.1_1708	31.1579187042287	34.8159030888489	-0.0839223908082661	0.257915585567655	-0.160147578867295	467	0.742084414432345	lcl|NC_013967.1_cds_WP_004044271.1_1708
lcl|NC_013967.1_cds_WP_004042126.1_3212	12.6456349085315	53.0491623411587	-0.993792733145148	0.972175433826849	-2.06869049757119	440	0.0278245661731508	lcl|NC_013967.1_cds_WP_004042126.1_3212
lcl|NC_013967.1_cds_WP_004041554.1_2666	303.67743444169	349.465033833491	-0.286300162993015	0.848218775339855	-0.202608402941049	308	0.151781224660145	lcl|NC_013967.1_cds_WP_004041554.1_2666
lcl|NC_013967.1_cds_WP_004044274.1_1705	16.8075523454608	9.90804963147595	0.384789397366437	0.891822017389939	0.762436642233847	587	0.108177982610061	lcl|NC_013967.1_cds_WP_004044274.1_1705
lcl|NC_013966.1_cds_WP_004043225.1_762	1.24333926792823	1.1190550800488	0.0474362741044844	0.0906564895227757	0.151938968202469	692	0.909343510477224	lcl|NC_013966.1_cds_WP_004043225.1_762
lcl|NC_013967.1_cds_WP_004044275.1_1704	1.16269023433289	1.5718986847774	-0.220959424094273	0.761744097495058	-0.435041450029387	740	0.238255902504942	lcl|NC_013967.1_cds_WP_004044275.1_1704
lcl|NC_013966.1_cds_WP_013035057.1_830	4.19801171433014	4.56307278517537	-0.0527510572483317	0.119483471989885	-0.120299473869611	2045	0.880516528010115	lcl|NC_013966.1_cds_WP_013035057.1_830
lcl|NC_013967.1_cds_WP_004044277.1_1702	1.23708234853535	2.08130176199675	-0.315263574485946	0.870394717880013	-0.750544613458764	1391	0.129605282119987	lcl|NC_013967.1_cds_WP_004044277.1_1702
lcl|NC_013967.1_cds_WP_004044423.1_1559	43.2477531931377	52.2784347812271	-0.170690365620561	0.63450792396801	-0.273590763606032	668	0.36549207603199	lcl|NC_013967.1_cds_WP_004044423.1_1559
lcl|NC_013967.1_cds_WP_004044280.1_1700	7.70076294898216	7.95081085527382	-0.0167877500266501	0.00613097626314585	-0.0461006125407701	725	0.993869023736854	lcl|NC_013967.1_cds_WP_004044280.1_1700
lcl|NC_013967.1_cds_WP_004044281.1_1699	4.98090078601301	17.577323022923	-0.627310975616781	0.9475180798136	-1.81923678926234	1025	0.0524819201864	lcl|NC_013967.1_cds_WP_004044281.1_1699
lcl|NC_013967.1_cds_WP_004044290.1_1691	7.23098325825474	2.14613473567394	0.52360205189426	0.923103014653869	1.75245118379267	542	0.0768969853461312	lcl|NC_013967.1_cds_WP_004044290.1_1691
lcl|NC_013967.1_cds_WP_004043457.1_2489	626.805302030306	552.946191755385	0.452117255619471	0.90649089243087	0.180878287458443	953	0.09350910756913	lcl|NC_013967.1_cds_WP_004043457.1_2489
lcl|NC_013967.1_cds_WP_004044282.1_1698	5503.89147621827	4812.04626655	0.776643184649206	0.940077330571082	0.193801510059603	269	0.0599226694289178	lcl|NC_013967.1_cds_WP_004044282.1_1698
lcl|NC_013967.1_cds_WP_004041838.1_2936	3.63801595520649	4.86377678999814	-0.134409358091674	0.488137150640024	-0.41892515146289	473	0.511862849359976	lcl|NC_013967.1_cds_WP_004041838.1_2936
lcl|NC_013967.1_cds_WP_004044334.1_1647	18.5815774546003	18.6229046434371	-0.00152361807606367	0.00156492585363421	-0.00320512753030659	533	0.998435074146366	lcl|NC_013967.1_cds_WP_004044334.1_1647
lcl|NC_013967.1_cds_WP_004041770.1_2872	2.7312459017618	22.0476656983591	-1.12261864225151	0.988643812802295	-3.01299480323967	476	0.0113561871977049	lcl|NC_013967.1_cds_WP_004041770.1_2872
lcl|NC_013967.1_cds_WP_004044283.1_1697	496.010237797869	264.469157237973	0.532575057650638	0.926261857037369	0.90727041553023	134	0.073738142962631	lcl|NC_013967.1_cds_WP_004044283.1_1697
lcl|NC_013967.1_cds_WP_004044286.1_1694	118.578193077421	185.56244813414	-0.522003373432958	0.929138615281549	-0.646066067090473	263	0.0708613847184512	lcl|NC_013967.1_cds_WP_004044286.1_1694
lcl|NC_013967.1_cds_WP_004043551.1_2401	51.3198659522485	47.4588134099334	0.0600343817014091	0.131108138111785	0.112841372138649	500	0.868891861888215	lcl|NC_013967.1_cds_WP_004043551.1_2401
